<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,D,20140106,000000,100.2000000,100.3100000,98.6200000,98.9100000,31402070
SBER,D,20140108,000000,99.1000000,99.4100000,97.8500000,98.1900000,42304620
SBER,D,20140109,000000,98.2400000,98.7700000,97.6900000,98.0000000,45619030
SBER,D,20140110,000000,97.8500000,99.3000000,97.5200000,99.2000000,51181490
SBER,D,20140113,000000,99.3000000,100.3500000,99.0400000,100.2500000,61750730
SBER,D,20140114,000000,99.1500000,99.7300000,98.5100000,99.2400000,78195860
SBER,D,20140115,000000,99.8000000,100.7900000,99.5600000,100.7700000,77459850
SBER,D,20140116,000000,100.9000000,101.6400000,100.5300000,100.6500000,61767390
SBER,D,20140117,000000,100.3600000,101.4500000,100.1000000,101.1700000,68773290
SBER,D,20140120,000000,100.9800000,102.1700000,100.6600000,101.9600000,62337570
SBER,D,20140121,000000,102.5100000,102.5700000,101.9000000,102.2000000,61308500
SBER,D,20140122,000000,102.2200000,102.4900000,101.1300000,102.1700000,58206310
SBER,D,20140123,000000,101.8400000,102.9200000,101.6000000,101.7000000,69805260
SBER,D,20140124,000000,100.9800000,101.2600000,99.6300000,99.7000000,112248310
SBER,D,20140127,000000,98.6300000,99.1100000,97.6300000,97.7800000,103561390
SBER,D,20140128,000000,98.2100000,98.7400000,97.0500000,97.3600000,79434430
SBER,D,20140129,000000,97.9100000,98.9800000,95.7300000,95.9800000,119457690
SBER,D,20140130,000000,96.1700000,96.6900000,94.4000000,95.8000000,129968320
SBER,D,20140131,000000,95.8100000,96.2700000,94.4300000,94.7000000,101764150
SBER,D,20140203,000000,94.9400000,95.8900000,94.5500000,94.6600000,80958490
SBER,D,20140204,000000,93.5300000,94.4800000,93.2500000,94.0700000,93253550
SBER,D,20140205,000000,94.3100000,95.6500000,94.0100000,95.4500000,90052780
SBER,D,20140206,000000,95.7900000,96.8100000,95.6500000,96.6200000,75844680
SBER,D,20140207,000000,97.0000000,97.3600000,96.1100000,96.5300000,77422640
SBER,D,20140210,000000,96.9300000,97.0800000,95.4200000,95.4700000,67475180
SBER,D,20140211,000000,95.9300000,96.6500000,95.5100000,96.1200000,54494820
SBER,D,20140212,000000,96.8800000,97.1400000,96.1500000,96.8400000,69415130
SBER,D,20140213,000000,96.3500000,96.6900000,95.3000000,95.5000000,61711220
SBER,D,20140214,000000,95.8100000,96.8400000,95.7000000,96.6500000,63293070
SBER,D,20140217,000000,97.1100000,98.0800000,97.0900000,97.4900000,54516030
SBER,D,20140218,000000,97.5000000,97.9500000,96.5500000,96.6200000,56507370
