<TICKER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
03/01/14,00:00,37.19000,37.22000,36.60500,36.92000,3221319
06/01/14,00:00,36.85000,36.88000,36.11000,36.14500,3459784
07/01/14,00:00,36.29000,36.49000,36.21000,36.40000,2861474
08/01/14,00:00,36.00000,36.14000,35.58500,35.68500,5719204
09/01/14,00:00,35.87000,35.90000,35.41000,35.53000,4043654
10/01/14,00:00,35.90000,36.14500,35.75500,36.05000,4159224
13/01/14,00:00,36.01000,36.01000,34.83000,34.98000,5225532
14/01/14,00:00,34.73000,35.87000,34.63000,35.77000,3806761
15/01/14,00:00,35.92000,36.78500,35.91000,36.72000,3754281
16/01/14,00:00,36.77000,37.00000,36.32000,36.88000,3743224
17/01/14,00:00,36.83000,36.83000,36.16000,36.36000,2941422
21/01/14,00:00,36.77000,36.82000,36.06000,36.16000,3009518
22/01/14,00:00,36.28000,36.32000,35.75000,36.00500,1802398
23/01/14,00:00,36.05000,36.13000,35.52000,35.74500,2472260
24/01/14,00:00,37.45000,37.55000,36.53000,36.90000,7092003
27/01/14,00:00,36.88000,36.88000,35.98000,36.04000,4825135
28/01/14,00:00,36.12000,36.38000,35.76000,36.26000,4350871
29/01/14,00:00,36.03000,36.87500,35.91000,36.66000,6396524
30/01/14,00:00,36.79000,36.87000,36.23500,36.86000,3803434
31/01/14,00:00,36.95000,37.88000,36.56000,37.84000,9910237
03/02/14,00:00,37.75000,37.98000,36.44000,36.48000,6558024
04/02/14,00:00,37.00000,37.18000,36.25000,36.34000,6520563
05/02/14,00:00,36.29000,36.47000,35.80000,35.83000,5312316
06/02/14,00:00,35.81000,36.25000,35.69000,36.18000,3787081
07/02/14,00:00,36.32000,36.59000,36.01000,36.58000,3200239
10/02/14,00:00,36.62500,36.77000,36.29000,36.76500,2513787
11/02/14,00:00,36.88000,37.26000,36.87000,37.19000,2756392
12/02/14,00:00,37.35000,37.59500,37.30000,37.46500,2520429
13/02/14,00:00,37.34500,37.86000,37.34000,37.60000,4091308
14/02/14,00:00,37.39000,37.78000,37.33000,37.59500,2677583
18/02/14,00:00,37.63000,37.78000,37.41000,37.44500,2773877
19/02/14,00:00,37.25000,37.75000,37.22000,37.51000,4288227
20/02/14,00:00,37.57000,37.87000,37.40000,37.74000,3663362
21/02/14,00:00,37.94000,38.34000,37.86000,37.99000,3221270
24/02/14,00:00,37.67000,37.97500,37.59000,37.68000,3732579
25/02/14,00:00,37.64500,37.84500,37.36000,37.55000,3812556
26/02/14,00:00,37.63000,37.74000,37.20000,37.47500,4429487
27/02/14,00:00,37.45000,37.87000,37.23000,37.87000,2573078
28/02/14,00:00,37.96000,38.45500,37.82000,38.26500,3551194
03/03/14,00:00,37.93000,38.13000,37.50000,37.71500,3549913
04/03/14,00:00,38.20000,38.48000,38.13000,38.40000,2511695
05/03/14,00:00,38.25000,38.26500,37.93000,38.12000,1725321
06/03/14,00:00,38.14000,38.24000,37.90000,38.15000,1925825
07/03/14,00:00,38.33000,38.35000,37.70000,37.89000,2682989
